defect1_1,defect1_2,defect2_1,defect2_2,total_voltage
2,1,2,9,285.532385
2,1,3,9,261.9127123
2,1,4,9,263.9933977
2,1,5,9,273.1137316
2,1,1,10,345.8756658
2,1,2,10,294.762975
2,1,3,10,253.2059359
2,1,4,10,256.3292948
2,1,5,10,318.2001386
3,1,4,1,755.5042137
3,1,5,1,626.860901
3,1,1,2,274.5341475
3,1,2,2,278.1144701
3,1,3,2,214.0585955
3,1,4,2,219.6725389
3,1,5,2,229.8707419
3,1,1,3,247.0014212
3,1,2,3,252.9991987
3,1,3,3,225.226191
3,1,4,3,227.1785273
3,1,5,3,224.7569103
3,1,1,4,239.6835864
3,1,2,4,246.7655409
3,1,3,4,231.6240177
3,1,4,4,232.230066
3,1,5,4,225.524683
3,1,1,5,236.9819566
3,1,2,5,244.5674707
3,1,3,5,234.2218385
3,1,4,5,234.2205028
3,1,5,5,225.8775585
3,1,1,6,236.1430304
3,1,2,6,243.5644184
3,1,3,6,234.2822392
3,1,4,6,234.0613551
3,1,5,6,225.7105968
3,1,1,7,236.5640766
3,1,2,7,242.914434
3,1,3,7,231.8240449
3,1,4,7,231.7147093
3,1,5,7,224.9633513
3,1,1,8,238.7601342
3,1,2,8,242.359088
3,1,3,8,225.6300743
3,1,4,8,226.1097574
3,1,5,8,223.5883245
3,1,1,9,248.028308
3,1,2,9,243.1923192
3,1,3,9,214.7147541
3,1,4,9,216.4885041
3,1,5,9,225.4883299
3,1,1,10,304.8838236
3,1,2,10,253.2059365
3,1,3,10,207.7618846
3,1,4,10,210.9532729
3,1,5,10,272.5991113
4,1,5,1,629.1312958
4,1,1,2,282.7945164
4,1,2,2,287.403293
4,1,3,2,223.0287888
4,1,4,2,217.4021252
4,1,5,2,229.7467919
4,1,1,3,252.5428538
4,1,2,3,258.6266063
4,1,3,3,230.8989481
4,1,4,3,228.2367263
4,1,5,3,226.6278129
4,1,1,4,244.0222425
4,1,2,4,251.1292599
4,1,3,4,236.1153145
4,1,4,4,234.5254002
4,1,5,4,228.0242733
4,1,1,5,240.8366907
4,1,2,5,248.3780148
4,1,3,5,238.1260056
4,1,4,5,237.167253
4,1,5,5,228.7215389
4,1,1,6,239.7620546
4,1,2,6,247.1084161
4,1,3,6,237.8687355
4,1,4,6,237.3660571
4,1,5,6,228.7635998
4,1,1,7,240.0511166
4,1,2,7,246.3172941
4,1,3,7,235.2204198
4,1,4,7,235.2084778
4,1,5,7,228.1561573
4,1,1,8,242.1641158
4,1,2,8,245.6765805
4,1,3,8,228.8955453
4,1,4,8,229.6797751
4,1,5,8,226.8736831
4,1,1,9,251.3598199
4,1,2,9,246.4512271
4,1,3,9,217.8854897
4,1,4,9,220.011631
4,1,5,9,228.8169325
4,1,1,10,307.9677985
4,1,2,10,256.329294
4,1,3,10,210.9532727
4,1,4,10,214.1757991
4,1,5,10,275.760625
5,1,1,2,393.715787
5,1,2,2,418.9148201
5,1,3,2,387.9984355
5,1,4,2,379.5607868
5,1,5,2,284.1729994
5,1,1,3,353.7293377
5,1,2,3,368.1789553
5,1,3,3,347.2019196
5,1,4,3,342.190416
5,1,5,3,290.7157212
5,1,1,4,334.3243744
5,1,2,4,345.2445273
5,1,3,4,329.9205654
5,1,4,4,326.6658048
5,1,5,4,295.5016244
5,1,1,5,322.9513956
5,1,2,5,332.4482405
5,1,3,5,320.2640843
5,1,4,5,318.0597692
5,1,5,5,298.5375579
5,1,1,6,315.7187183
5,1,2,6,324.2126494
5,1,3,6,313.1688007
5,1,4,6,311.7189011
5,1,5,6,300.0627325
5,1,1,7,311.1279453
5,1,2,7,318.1436233
5,1,3,7,305.8834401
5,1,4,7,305.1544091
5,1,5,7,300.2001207
5,1,1,8,309.1851253
5,1,2,8,313.0196747
5,1,3,8,295.659166
5,1,4,8,295.9461223
5,1,5,8,298.8748336
5,1,1,9,316.2656214
5,1,2,9,309.9950128
5,1,3,9,280.8845609
5,1,4,9,282.8093738
5,1,5,9,299.5853556
5,1,1,10,370.3372729
5,1,2,10,318.200138
5,1,3,10,272.5991101
5,1,4,10,275.7606257
5,1,5,10,343.1201084
1,2,2,2,850.2789129
1,2,3,2,830.7429297
1,2,4,2,827.4265992
1,2,5,2,677.3265092
1,2,1,3,260.3579915
1,2,2,3,343.6285444
1,2,3,3,434.9050073
1,2,4,3,438.1252815
1,2,5,3,418.7718623
1,2,1,4,267.3700536
1,2,2,4,305.7844451
1,2,3,4,359.7231529
1,2,4,4,361.7748689
1,2,5,4,352.6656245
1,2,1,5,272.7335633
1,2,2,5,293.7153273
1,2,3,5,326.8627271
1,2,4,5,328.1873291
1,2,5,5,321.828513
1,2,1,6,276.8475348
1,2,2,6,288.1271645
1,2,3,6,307.4913042
1,2,4,6,308.4025335
1,2,5,6,303.3245633
1,2,1,7,280.2258202
1,2,2,7,284.8476192
1,2,3,7,292.8198398
1,2,4,7,293.6188389
1,2,5,7,290.2203389
1,2,1,8,283.6682138
1,2,2,8,282.2397166
1,2,3,8,277.837098
1,2,4,8,279.0359644
1,2,5,8,279.6990777
1,2,1,9,292.2597384
1,2,2,9,280.8627187
1,2,3,9,260.0822252
1,2,4,9,262.5751428
1,2,5,9,274.5190568
1,2,1,10,346.5482995
1,2,2,10,289.1345371
1,2,3,10,248.02831
1,2,4,10,251.3598199
1,2,5,10,316.265622
2,2,3,2,1013.141781
2,2,4,2,1008.824013
2,2,5,2,829.0731235
2,2,1,3,289.5324632
2,2,2,3,254.6566668
2,2,3,3,341.5882885
2,2,4,3,348.3636055
2,2,5,3,376.4520868
2,2,1,4,268.2985489
2,2,2,4,264.4504141
2,2,3,4,300.6845263
2,2,4,4,303.5111655
2,2,5,4,311.3970182
2,2,1,5,266.9714393
2,2,2,5,270.248766
2,2,3,5,287.6371419
2,2,4,5,288.9503821
2,2,5,5,289.9658043
2,2,1,6,267.7520098
2,2,2,6,273.6277218
2,2,3,6,280.2792149
2,2,4,6,281.0018404
2,2,5,6,279.7114412
2,2,1,7,269.2223489
2,2,2,7,275.5077579
2,2,3,7,273.6581039
2,2,4,7,274.302114
2,2,5,7,273.1858267
2,2,1,8,271.8880232
2,2,2,8,276.2493759
2,2,3,8,265.0956459
2,2,4,8,266.2217246
2,2,5,8,268.1155452
2,2,1,9,280.8627206
2,2,2,9,277.0511646
2,2,3,9,253.1797877
2,2,4,9,255.5483839
2,2,5,9,267.2486971
2,2,1,10,336.6302623
2,2,2,10,285.5323858
2,2,3,10,243.192318
2,2,4,10,246.4512259
2,2,5,10,309.9950142
3,2,4,2,1051.103096
3,2,5,2,860.2090158
3,2,1,3,347.7361767
3,2,2,3,319.1174351
3,2,3,3,228.4784499
3,2,4,3,233.0760039
3,2,5,3,299.0233399
3,2,1,4,284.1098876
3,2,2,4,279.5118794
3,2,3,4,236.6259487
3,2,4,4,237.778228
3,2,5,4,254.2785309
3,2,1,5,264.7366786
3,2,2,5,266.1756789
3,2,3,5,240.0723448
3,2,4,5,240.1526618
3,2,5,5,243.2176262
3,2,1,6,256.5880014
3,2,2,6,259.6779759
3,2,3,6,240.6001615
3,2,4,6,240.3007561
3,2,5,6,238.8004828
3,2,1,7,253.0086732
3,2,2,7,255.9456611
3,2,3,7,238.4287829
3,2,4,7,238.193241
3,2,5,7,236.0275507
3,2,1,8,252.6853241
3,2,2,8,253.5399265
3,2,3,8,232.4190559
3,2,4,8,232.779432
3,2,5,8,233.488528
3,2,1,9,260.0822266
3,2,2,9,253.1797892
3,2,3,9,221.61485
3,2,4,9,223.3073492
3,2,5,9,234.5747913
3,2,1,10,315.0361432
3,2,2,10,261.912714
3,2,3,10,214.7147553
3,2,4,10,217.8854916
3,2,5,10,280.8845627
4,2,5,2,861.6983761
4,2,1,3,353.6459323
4,2,2,3,327.6132875
4,2,3,3,235.8173953
4,2,4,3,230.0732811
4,2,5,3,294.4516244
4,2,1,4,288.2848337
4,2,2,4,284.3809683
4,2,3,4,240.5453028
4,2,4,4,238.2727571
4,2,5,4,253.6796005
4,2,1,5,268.2636122
4,2,2,5,269.9233333
4,2,3,5,242.8454915
4,2,4,5,241.8431481
4,2,5,5,244.0255144
4,2,1,6,259.7247024
4,2,2,6,262.8417675
4,2,3,6,242.8238225
4,2,4,6,242.551071
4,2,5,6,240.2473353
4,2,1,7,255.8733311
4,2,2,7,258.742836
4,2,3,7,240.3662924
4,2,4,7,240.7035602
4,2,5,7,237.8131841
4,2,1,8,255.3534264
4,2,2,8,256.0870411
4,2,3,8,234.1979528
4,2,4,8,235.3725037
4,2,5,8,235.473313
4,2,1,9,262.575142
4,2,2,9,255.5483824
4,2,3,9,223.30735
4,2,4,9,225.8215053
4,2,5,9,236.6631963
4,2,1,10,317.1015103
4,2,2,10,263.9933974
4,2,3,10,216.4885048
4,2,4,10,220.0116328
4,2,5,10,282.8093735
5,2,1,3,405.9683711
5,2,2,3,426.6667577
5,2,3,3,375.5120234
5,2,4,3,366.9223475
5,2,5,3,240.1333495
5,2,1,4,337.5452993
5,2,2,4,347.6709236
5,2,3,4,313.3912503
5,2,4,4,309.0395727
5,2,5,4,247.6758691
5,2,1,5,306.6819232
5,2,2,5,313.770699
5,2,3,5,288.7991017
5,2,4,5,286.2065204
5,2,5,5,252.5505612
5,2,1,6,289.1859876
5,2,2,6,295.2347498
5,2,3,6,274.9423794
5,2,4,6,273.3632275
5,2,5,6,255.3536349
5,2,1,7,278.2115579
5,2,2,7,282.6094956
5,2,3,7,264.0481624
5,2,4,7,263.2983675
5,2,5,7,256.3718331
5,2,1,8,271.8170048
5,2,2,8,273.2987171
5,2,3,8,251.427518
5,2,4,8,251.7594508
5,2,5,8,255.6124263
5,2,1,9,274.5190565
5,2,2,9,267.2486956
5,2,3,9,234.5747908
5,2,4,9,236.6631969
5,2,5,9,256.5372736
5,2,1,10,326.524236
5,2,2,10,273.1137304
5,2,3,10,225.4883306
5,2,4,10,228.8169347
5,2,5,10,299.5853571
1,3,2,3,914.6817101
1,3,3,3,895.684884
1,3,4,3,891.2898127
1,3,5,3,753.2621675
1,3,1,4,251.9974297
1,3,2,4,348.0940377
1,3,3,4,437.7768577
1,3,4,4,441.5082861
1,3,5,4,451.2812263
1,3,1,5,259.8632881
1,3,2,5,300.9850929
1,3,3,5,353.4550299
1,3,4,5,355.7559987
1,3,5,5,363.8673887
1,3,1,6,265.7175012
1,3,2,6,286.0092019
1,3,3,6,316.4186512
1,3,4,6,317.8974086
1,3,5,6,323.5309115
1,3,1,7,270.3257936
1,3,2,7,278.8600116
1,3,3,7,293.3497508
1,3,4,7,294.4934223
1,3,5,7,299.6550071
1,3,1,8,274.6020926
1,3,2,8,274.3571082
1,3,3,8,273.5574922
1,3,4,8,274.9527606
1,3,5,8,281.3945005
1,3,1,9,283.6682159
1,3,2,9,271.8880204
1,3,3,9,252.685324
1,3,4,9,255.3534263
1,3,5,9,271.8170013
1,3,1,10,337.9897789
1,3,2,10,279.6175579
1,3,3,10,238.7601349
1,3,4,10,242.1641172
1,3,5,10,309.1851306
2,3,3,3,1062.197419
2,3,4,3,1056.751523
2,3,5,3,892.8634784
2,3,1,4,320.8791642
2,3,2,4,255.9064882
2,3,3,4,340.5862456
2,3,4,4,347.1875384
2,3,5,4,415.0936168
2,3,1,5,282.4751735
2,3,2,5,265.479281
2,3,3,5,298.3858708
2,3,4,5,300.9770547
2,3,5,5,333.3197892
2,3,1,6,274.9098732
2,3,2,6,270.838763
2,3,3,6,284.2019303
2,3,4,6,285.548173
2,3,5,6,302.620105
2,3,1,7,273.2629701
2,3,2,7,273.7979614
2,3,3,7,275.2020611
2,3,4,7,276.2145347
2,3,5,7,287.0206809
2,3,1,8,274.3571088
2,3,2,8,275.1519472
2,3,3,8,265.7282111
2,3,4,8,267.0988624
2,3,5,8,277.1888218
2,3,1,9,282.2397155
2,3,2,9,276.2493771
2,3,3,9,253.5399274
2,3,4,9,256.0870412
2,3,5,9,273.2987169
2,3,1,10,336.841839
2,3,2,10,284.6648052
2,3,3,10,242.3590904
2,3,4,10,245.6765818
2,3,5,10,313.0196762
3,3,4,3,1109.730764
3,3,5,3,933.7237626
3,3,1,4,396.4839469
3,3,2,4,329.1976788
3,3,3,4,241.0732798
3,3,4,4,244.9036448
3,3,5,4,345.742585
3,3,1,5,319.0455266
3,3,2,5,288.0355294
3,3,3,5,247.7895025
3,3,4,5,248.7069399
3,3,5,5,287.4659871
3,3,1,6,291.2647556
3,3,2,6,274.9406588
3,3,3,6,249.8757612
3,3,4,6,249.9651222
3,3,5,6,268.2798712
3,3,1,7,278.7082849
3,3,2,7,268.963287
3,3,3,7,248.5273868
3,3,4,7,248.4857071
3,3,5,7,258.8138585
3,3,1,8,273.5574903
3,3,2,8,265.728211
3,3,3,8,242.9826093
3,3,4,8,243.4491226
3,3,5,8,252.6718052
3,3,1,9,277.8370986
3,3,2,9,265.0956471
3,3,3,9,232.4190572
3,3,4,9,234.1979529
3,3,5,9,251.4275174
3,3,1,10,330.0479482
3,3,2,10,273.6156868
3,3,3,10,225.630074
3,3,4,10,228.8955441
3,3,5,10,295.6591685
4,3,5,3,935.1120182
4,3,1,4,401.3737086
4,3,2,4,336.6652721
4,3,3,4,246.2737845
4,3,4,4,241.4197637
4,3,5,4,339.6028238
4,3,1,5,321.862584
4,3,2,5,291.7304726
4,3,3,5,249.9847871
4,3,4,5,248.2738654
4,3,5,5,284.8939819
4,3,1,6,293.2998465
4,3,2,6,277.3644855
4,3,3,6,251.0640069
4,3,4,6,250.5515628
4,3,5,6,267.0889061
4,3,1,7,280.3478526
4,3,2,7,270.7263583
4,3,3,7,249.2365251
4,3,4,7,249.5350584
4,3,5,7,258.3898356
4,3,1,8,274.9527587
4,3,2,8,267.0988636
4,3,3,8,243.4491235
4,3,4,8,244.6748736
4,3,5,8,252.7192984
4,3,1,9,279.035964
4,3,2,9,266.2217245
4,3,3,9,232.7794325
4,3,4,9,235.3725025
4,3,5,9,251.7594505
4,3,1,10,330.7846338
4,3,2,10,274.4093815
4,3,3,10,226.109758
4,3,4,10,229.6797756
4,3,5,10,295.946122
5,3,1,4,444.7861279
5,3,2,4,438.0670539
5,3,3,4,380.289708
5,3,4,4,372.4318675
5,3,5,4,239.0102181
5,3,1,5,356.7570601
5,3,2,5,350.3231924
5,3,3,5,312.0535991
5,3,4,5,308.3417148
5,3,5,5,246.8558945
5,3,1,6,316.9357813
5,3,2,6,312.954
5,3,3,6,285.0732225
5,3,4,6,282.8594001
5,3,5,6,251.601386
5,3,1,7,294.5877957
5,3,2,7,291.5038838
5,3,3,7,268.4573828
5,3,4,7,267.2770111
5,3,5,7,253.9449172
5,3,1,8,281.394499
5,3,2,8,277.1888219
5,3,3,8,252.6718026
5,3,4,8,252.7192992
5,3,5,8,254.0948355
5,3,1,9,279.6990757
5,3,2,9,268.1155465
5,3,3,9,233.4885273
5,3,4,9,235.4733131
5,3,5,9,255.6124252
5,3,1,10,328.5199069
5,3,2,10,272.5598059
5,3,3,10,223.5883232
5,3,4,10,226.8736831
5,3,5,10,298.8748337
1,4,2,4,938.0760551
1,4,3,4,915.3085089
1,4,4,4,910.5624853
1,4,5,4,780.3144603
1,4,1,5,250.1416016
1,4,2,5,348.7585392
1,4,3,5,435.5113475
1,4,4,5,439.5059304
1,4,5,5,466.5880631
1,4,1,6,258.485732
1,4,2,6,297.4427431
1,4,3,6,347.0872433
1,4,4,6,349.4541587
1,4,5,6,370.5406258
1,4,1,7,264.828057
1,4,2,7,281.2631894
1,4,3,7,306.7842024
1,4,4,7,308.3986011
1,4,5,7,323.6222838
1,4,1,8,270.3257922
1,4,2,8,273.2629703
1,4,3,8,278.708285
1,4,4,8,280.347852
1,4,5,8,294.5877979
1,4,1,9,280.2258192
1,4,2,9,269.2223487
1,4,3,9,253.0086726
1,4,4,9,255.8733322
1,4,5,9,278.2115564
1,4,1,10,335.0755264
1,4,2,10,276.5116886
1,4,3,10,236.5640759
1,4,4,10,240.0511173
1,4,5,10,311.127944
2,4,3,4,1071.793139
2,4,4,4,1065.84469
2,4,5,4,911.6465285
2,4,1,5,337.0896293
2,4,2,5,256.7679539
2,4,3,5,338.4054925
2,4,4,5,344.9748525
2,4,5,5,431.3878669
2,4,1,6,291.8406938
2,4,2,6,266.193298
2,4,3,6,295.9432668
2,4,4,6,298.6428963
2,4,5,6,344.8884943
2,4,1,7,281.2631871
2,4,2,7,271.2832658
2,4,3,7,280.5536361
2,4,4,7,282.2343482
2,4,5,7,311.1424436
2,4,1,8,278.8600114
2,4,2,8,273.7979612
2,4,3,8,268.96329
2,4,4,8,270.7263598
2,4,5,8,291.503881
2,4,1,9,284.8476173
2,4,2,9,275.5077547
2,4,3,9,255.9456599
2,4,4,9,258.7428392
2,4,5,9,282.6094987
2,4,1,10,337.9400899
2,4,2,10,284.1532318
2,4,3,10,242.9144334
2,4,4,10,246.3172921
2,4,5,10,318.1436204
3,4,4,4,1122.833762
3,4,5,4,956.3646801
3,4,1,5,418.2853067
3,4,2,5,333.3307955
3,4,3,5,247.1189571
3,4,4,5,250.7223151
3,4,5,5,366.3226733
3,4,1,6,337.123208
3,4,2,6,292.7476194
3,4,3,6,252.7888938
3,4,4,6,253.7902915
3,4,5,6,302.9879703
3,4,1,7,306.7842026
3,4,2,7,280.553636
3,4,3,7,253.1646504
3,4,4,7,253.5728301
3,4,5,7,280.393187
3,4,1,8,293.3497478
3,4,2,8,275.2020618
3,4,3,8,248.527387
3,4,4,8,249.2365229
3,4,5,8,268.4573837
3,4,1,9,292.8198379
3,4,2,9,273.6581044
3,4,3,9,238.4287839
3,4,4,9,240.3662952
3,4,5,9,264.048164
3,4,1,10,341.23119
3,4,2,10,281.360019
3,4,3,10,231.8240444
3,4,4,10,235.2204201
3,4,5,10,305.8834385
4,4,5,4,958.1229922
4,4,1,5,422.7700588
4,4,2,5,340.289982
4,4,3,5,251.2332321
4,4,4,5,246.8918717
4,4,5,5,359.6450123
4,4,1,6,339.607057
4,4,2,6,295.7723376
4,4,3,6,254.1326942
4,4,4,6,252.7636694
4,4,5,6,299.7785644
4,4,1,7,308.3986031
4,4,2,7,282.2343421
4,4,3,7,253.5728297
4,4,4,7,253.480973
4,4,5,7,278.4780609
4,4,1,8,294.4934216
4,4,2,8,276.2145336
4,4,3,8,248.4857073
4,4,4,8,249.5350589
4,4,5,8,267.2770124
4,4,1,9,293.6188378
4,4,2,9,274.3021134
4,4,3,9,238.1932397
4,4,4,9,240.7035593
4,4,5,9,263.298368
4,4,1,10,341.4237094
4,4,2,10,281.5748777
4,4,3,10,231.7147082
4,4,4,10,235.2084774
4,4,5,10,305.1544092
5,4,1,5,463.7101397
5,4,2,5,440.6929933
5,4,3,5,380.2396673
5,4,4,5,372.9207173
5,4,5,5,240.445147
5,4,1,6,368.4288089
5,4,2,6,349.8581768
5,4,3,6,309.7918362
5,4,4,6,306.332965
5,4,5,6,248.1820784
5,4,1,7,323.6222824
5,4,2,7,311.1424413
5,4,3,7,280.3931846
5,4,4,7,278.4780583
5,4,5,7,252.4730019
5,4,1,8,299.6550059
5,4,2,8,287.0206839
5,4,3,8,258.813857
5,4,4,8,258.3898357
5,4,5,8,253.9449189
5,4,1,9,290.220337
5,4,2,9,273.1858249
5,4,3,9,236.0275494
5,4,4,9,237.813184
5,4,5,9,256.371831
5,4,1,10,334.6775413
5,4,2,10,275.6141859
5,4,3,10,224.9633529
5,4,4,10,228.1561577
5,4,5,10,300.2001211
1,5,2,5,946.9911216
1,5,3,5,922.3512901
1,5,4,5,917.5040849
1,5,5,5,791.0110787
1,5,1,6,249.6443138
1,5,2,6,345.3453783
1,5,3,6,429.5071948
1,5,4,6,433.7385814
1,5,5,6,470.0422466
1,5,1,7,258.4857315
1,5,2,7,291.8406934
1,5,3,7,337.1232086
1,5,4,7,339.6070548
1,5,5,7,368.4288114
1,5,1,8,265.7174986
1,5,2,8,274.9098747
1,5,3,8,291.2647543
1,5,4,8,293.2998479
1,5,5,8,316.9357834
1,5,1,9,276.8475282
1,5,2,9,267.7520111
1,5,3,9,256.5880002
1,5,4,9,259.7247057
1,5,5,9,289.1859845
1,5,1,10,332.6131554
1,5,2,10,274.4766659
1,5,3,10,236.1430293
1,5,4,10,239.7620555
1,5,5,10,315.7187204
2,5,3,5,1074.039123
2,5,4,5,1067.942263
2,5,5,5,918.3061559
2,5,1,6,345.3453806
2,5,2,6,256.9870784
2,5,3,6,336.0484077
2,5,4,6,342.7430359
2,5,5,6,438.7162858
2,5,1,7,297.4427431
2,5,2,7,266.1932966
2,5,3,7,292.747623
2,5,4,7,295.7723356
2,5,5,7,349.8581764
2,5,1,8,286.0092024
2,5,2,8,270.8387626
2,5,3,8,274.9406608
2,5,4,8,277.3644876
2,5,5,8,312.9539996
2,5,1,9,288.1271657
2,5,2,9,273.6277217
2,5,3,9,259.6779743
2,5,4,9,262.8417655
2,5,5,9,295.2347516
2,5,1,10,338.8252009
2,5,2,10,282.7714586
2,5,3,10,243.5644205
2,5,4,10,247.1084161
2,5,5,10,324.2126506
3,5,4,5,1126.351312
3,5,5,5,964.402911
3,5,1,6,429.5071968
3,5,2,6,336.0484076
3,5,3,6,248.8037365
3,5,4,6,252.4852078
3,5,5,6,376.0071184
3,5,1,7,347.0872454
3,5,2,7,295.9432678
3,5,3,7,252.7888924
3,5,4,7,254.1326914
3,5,5,7,309.791836
3,5,1,8,316.4186502
3,5,2,8,284.2019336
3,5,3,8,249.8757611
3,5,4,8,251.0640069
3,5,5,8,285.0732223
3,5,1,9,307.4913022
3,5,2,9,280.2792127
3,5,3,9,240.6001619
3,5,4,9,242.8238237
3,5,5,9,274.9423792
3,5,1,10,350.2078365
3,5,2,10,286.2547904
3,5,3,10,234.2822379
3,5,4,10,237.8687351
3,5,5,10,313.1688017
4,5,5,5,966.326991
4,5,1,6,433.73858
4,5,2,6,342.7430348
4,5,3,6,252.485207
4,5,4,6,248.4215748
4,5,5,6,369.0317147
4,5,1,7,349.4541587
4,5,2,7,298.6428963
4,5,3,7,253.790294
4,5,4,7,252.7636675
4,5,5,7,306.3329641
4,5,1,8,317.8974113
4,5,2,8,285.5481683
4,5,3,8,249.965122
4,5,4,8,250.5515637
4,5,5,8,282.8594009
4,5,1,9,308.4025335
4,5,2,9,281.0018433
4,5,3,9,240.3007531
4,5,4,9,242.5510688
4,5,5,9,273.3632305
4,5,1,10,350.3141425
4,5,2,10,286.3582424
4,5,3,10,234.0613554
4,5,4,10,237.3660562
4,5,5,10,311.7188998
5,5,1,6,470.0422537
5,5,2,6,438.7162783
5,5,3,6,376.0071168
5,5,4,6,369.0317134
5,5,5,6,240.8853178
5,5,1,7,370.5406256
5,5,2,7,344.8884927
5,5,3,7,302.9879708
5,5,4,7,299.7785602
5,5,5,7,248.1820785
5,5,1,8,323.5309121
5,5,2,8,302.6201053
5,5,3,8,268.2798697
5,5,4,8,267.0889073
5,5,5,8,251.6013864
5,5,1,9,303.3245678
5,5,2,9,279.711441
5,5,3,9,238.8004824
5,5,4,9,240.2473339
5,5,5,9,255.3536338
5,5,1,10,341.4922922
5,5,2,10,278.7196204
5,5,3,10,225.710596
5,5,4,10,228.7635988
5,5,5,10,300.0627316
1,6,2,6,946.9911295
1,6,3,6,922.3513011
1,6,4,6,917.5040893
1,6,5,6,791.0110812
1,6,1,7,250.1415997
1,6,2,7,337.08963
1,6,3,7,418.2853022
1,6,4,7,422.7700609
1,6,5,7,463.7101423
1,6,1,8,259.8632879
1,6,2,8,282.4751757
1,6,3,8,319.045529
1,6,4,8,321.8625808
1,6,5,8,356.7570588
1,6,1,9,272.7335671
1,6,2,9,266.9714377
1,6,3,9,264.73668
1,6,4,9,268.2636146
1,6,5,9,306.6819197
1,6,1,10,329.8394102
1,6,2,10,272.744411
1,6,3,10,236.9819574
1,6,4,10,240.8366921
1,6,5,10,322.9513931
2,6,3,6,1074.039146
2,6,4,6,1067.94227
2,6,5,6,918.3061667
2,6,1,7,348.7585403
2,6,2,7,256.7679499
2,6,3,7,333.3307958
2,6,4,7,340.2899795
2,6,5,7,440.6929964
2,6,1,8,300.9850914
2,6,2,8,265.4792831
2,6,3,8,288.0355278
2,6,4,8,291.7304696
2,6,5,8,350.323192
2,6,1,9,293.715325
2,6,2,9,270.248765
2,6,3,9,266.1756781
2,6,4,9,269.9233356
2,6,5,9,313.770702
2,6,1,10,339.8867853
2,6,2,10,280.3146124
2,6,3,10,244.5674694
2,6,4,10,248.3780155
2,6,5,10,332.4482389
3,6,4,6,1126.351312
3,6,5,6,964.4029178
3,6,1,7,435.5113495
3,6,2,7,338.4054907
3,6,3,7,247.1189547
3,6,4,7,251.2332307
3,6,5,7,380.2396686
3,6,1,8,353.4550318
3,6,2,8,298.3858715
3,6,3,8,247.7895031
3,6,4,8,249.9847859
3,6,5,8,312.0535953
3,6,1,9,326.8627245
3,6,2,9,287.6371396
3,6,3,9,240.072346
3,6,4,9,242.8454927
3,6,5,9,288.7991002
3,6,1,10,359.8078125
3,6,2,10,290.0634758
3,6,3,10,234.2218387
3,6,4,10,238.126005
3,6,5,10,320.2640871
4,6,5,6,966.3269829
4,6,1,7,439.505928
4,6,2,7,344.974854
4,6,3,7,250.7223144
4,6,4,7,246.8918708
4,6,5,7,372.9207154
4,6,1,8,355.7559998
4,6,2,8,300.9770547
4,6,3,8,248.7069406
4,6,4,8,248.2738627
