defect1_1,defect1_2,defect2_1,defect2_2,total_voltage,,
3,5,3,9,3935.771351,,
3,5,4,9,3931.19477,,
3,5,5,9,3753.697861,,
3,5,1,10,3421.838407,,
3,5,2,10,3518.897616,,
3,5,3,10,3535.28315,,
3,5,4,10,3533.851266,,
3,5,5,10,3429.888463,,
4,5,5,5,4129.239375,,
4,5,1,6,3712.901202,,
4,5,2,6,3744.305361,,
4,5,3,6,3748.451539,,
4,5,4,6,3747.576957,,
4,5,5,6,3714.83822,,
4,5,1,7,3761.178079,,
4,5,2,7,3869.750586,,
4,5,3,7,3905.122218,,
4,5,4,7,3904.701274,,
4,5,5,7,3781.967519,,
4,5,1,8,3768.060266,,
4,5,2,8,3875.759992,,
4,5,3,8,3900.698644,,
4,5,4,8,3902.828727,,
4,5,5,8,3789.812804,,
4,5,1,9,3722.693708,,
4,5,2,9,3888.931564,,
4,5,3,9,3934.52324,,
4,5,4,9,3929.948574,,
4,5,5,9,3752.513027,,
4,5,1,10,3420.560578,,
4,5,2,10,3517.633189,,
4,5,3,10,3534.026512,,
4,5,4,10,3532.595073,,
4,5,5,10,3428.644884,,
5,5,1,6,3665.128611,,
5,5,2,6,3707.480897,,
5,5,3,6,3715.625869,,
5,5,4,6,3714.83822,,
5,5,5,6,3666.897656,,
5,5,1,7,3662.409221,,
5,5,2,7,3756.747639,,
5,5,3,7,3784.232237,,
5,5,4,7,3783.858584,,
5,5,5,7,3754.990348,,
5,5,1,8,3671.712016,,
5,5,2,8,3780.31111,,
5,5,3,8,3807.645989,,
5,5,4,8,3809.619717,,
5,5,5,8,3713.221924,,
5,5,1,9,3631.130983,,
5,5,2,9,3798.459841,,
5,5,3,9,3844.923652,,
5,5,4,9,3840.413016,,
5,5,5,9,3665.43289,,
5,5,1,10,3330.634166,,
5,5,2,10,3428.031172,,
5,5,3,10,3444.640033,,
5,5,4,10,3443.222381,,
5,5,5,10,3339.609956,,
1,6,2,6,4111.077781,,
1,6,3,6,4094.824591,,
1,6,4,6,4091.810884,,
1,6,5,6,3944.500149,,
1,6,1,7,3658.486795,,
1,6,2,7,3704.910186,,
1,6,3,7,3716.044629,,
1,6,4,7,3715.470961,,
1,6,5,7,3665.864788,,
1,6,1,8,3737.759037,,
1,6,2,8,3773.319912,,
1,6,3,8,3779.260906,,
1,6,4,8,3780.278404,,
1,6,5,8,3661.870205,,
1,6,1,9,3645.345242,,
1,6,2,9,3795.591452,,
1,6,3,9,3834.500737,,
1,6,4,9,3829.621913,,
1,6,5,9,3645.526457,,
1,6,1,10,3329.498705,,
1,6,2,10,3423.614393,,
1,6,3,10,3438.42222,,
1,6,4,10,3436.908589,,
1,6,5,10,3330.797712,,
2,6,3,6,4267.713178,,
2,6,4,6,4263.536944,,
2,6,5,6,4081.761032,,
2,6,1,7,3701.30238,,
2,6,2,7,3733.683675,,
2,6,3,7,3746.875911,,
2,6,4,7,3746.569318,,
2,6,5,7,3707.864824,,
2,6,1,8,3751.900416,,
2,6,2,8,3897.401283,,
2,6,3,8,3884.232334,,
2,6,4,8,3885.04537,,
2,6,5,8,3752.519629,,
2,6,1,9,3710.258893,,
2,6,2,9,3878.494322,,
2,6,3,9,3921.262023,,
2,6,4,9,3916.530242,,
2,6,5,9,3732.789977,,
2,6,1,10,3406.49819,,
2,6,2,10,3503.278379,,
2,6,3,10,3519.313195,,
2,6,4,10,3517.855791,,
2,6,5,10,3412.84728,,
3,6,4,6,4333.44428,,
3,6,5,6,4128.951534,,
3,6,1,7,3711.326885,,
3,6,2,7,3745.666227,,
3,6,3,7,3750.859477,,
3,6,4,7,3750.6008,,
3,6,5,7,3715.863153,,
3,6,1,8,3751.450465,,
3,6,2,8,3877.735543,,
3,6,3,8,3917.993987,,
3,6,4,8,3919.339708,,
3,6,5,8,3778.70265,,
3,6,1,9,3720.186861,,
3,6,2,9,3892.030466,,
3,6,3,9,3939.832974,,
3,6,4,9,3935.274287,,
3,6,5,9,3753.402029,,
3,6,1,10,3420.949105,,
3,6,2,10,3518.895727,,
3,6,3,10,3535.610733,,
3,6,4,10,3534.186697,,
3,6,5,10,3430.001054,,
4,6,5,6,4129.239375,,
4,6,1,7,3710.744993,,
4,6,2,7,3745.345808,,
4,6,3,7,3750.588121,,
4,6,4,7,3749.724468,,
4,6,5,7,3715.0712,,
4,6,1,8,3749.591676,,
4,6,2,8,3875.429299,,
4,6,3,8,3916.316496,,
4,6,4,8,3918.933353,,
4,6,5,8,3778.308558,,
4,6,1,9,3718.646391,,
4,6,2,9,3890.623601,,
4,6,3,9,3938.598946,,
4,6,4,9,3934.050964,,
4,6,5,9,3752.434928,,
4,6,1,10,3419.609195,,
4,6,2,10,3517.608857,,
4,6,3,10,3534.357308,,
4,6,4,10,3532.935111,,
4,6,5,10,3428.810127,,
5,6,1,7,3663.214138,,
5,6,2,7,3708.621674,,
5,6,3,7,3717.869379,,
5,6,4,7,3717.091781,,
5,6,5,7,3667.159651,,
5,6,1,8,3651.062388,,
5,6,2,8,3762.767809,,
5,6,3,8,3795.773387,,
5,6,4,8,3798.289166,,
5,6,5,8,3751.253239,,
5,6,1,9,3622.469754,,
5,6,2,9,3794.723226,,
5,6,3,9,3844.713652,,
5,6,4,9,3840.432704,,
5,6,5,9,3675.801662,,
5,6,1,10,3328.174904,,
5,6,2,10,3427.205662,,
5,6,3,10,3444.786107,,
5,6,4,10,3443.42573,,
5,6,5,10,3341.714459,,
1,7,2,7,4106.847918,,
1,7,3,7,4091.35138,,
1,7,4,7,4088.362364,,
1,7,5,7,3944.238555,,
1,7,1,8,3645.521532,,
1,7,2,8,3710.806812,,
1,7,3,8,3727.295587,,
1,7,4,8,3729.469958,,
1,7,5,8,3662.833233,,
1,7,1,9,3687.040889,,
1,7,2,9,3787.756802,,
1,7,3,9,3816.038539,,
1,7,4,9,3810.824712,,
1,7,5,9,3624.949935,,
1,7,1,10,3341.530726,,
1,7,2,10,3424.149781,,
1,7,3,10,3434.510808,,
1,7,4,10,3432.801012,,
1,7,5,10,3322.0897,,
2,7,3,7,4271.889395,,
2,7,4,7,4267.726024,,
2,7,5,7,4083.796391,,
2,7,1,8,3689.845878,,
2,7,2,8,3739.760824,,
2,7,3,8,3758.291809,,
2,7,4,8,3760.990203,,
2,7,5,8,3704.772266,,
2,7,1,9,3702.842985,,
2,7,2,9,3912.020775,,
2,7,3,9,3921.899051,,
2,7,4,9,3916.262784,,
2,7,5,9,3715.628816,,
2,7,1,10,3407.507229,,
2,7,2,10,3507.549768,,
2,7,3,10,3521.487791,,
2,7,4,10,3519.914435,,
2,7,5,10,3409.517055,,
3,7,4,7,4339.743549,,
3,7,5,7,4132.09072,,
3,7,1,8,3700.556864,,
3,7,2,8,3751.948914,,
3,7,3,8,3762.388726,,
3,7,4,8,3765.207206,,
3,7,5,8,3712.638839,,
3,7,1,9,3702.843823,,
3,7,2,9,3892.859153,,
3,7,3,9,3955.711823,,
3,7,4,9,3950.724067,,
3,7,5,9,3741.779986,,
3,7,1,10,3417.743164,,
3,7,2,10,3521.221502,,
3,7,3,10,3540.157633,,
3,7,4,10,3538.752532,,
3,7,5,10,3430.176704,,
4,7,5,7,4132.373287,,
4,7,1,8,3700.018243,,
4,7,2,8,3751.643176,,
4,7,3,8,3762.147175,,
4,7,4,8,3764.340218,,
4,7,5,8,3711.827394,,
4,7,1,9,3701.007419,,
4,7,2,9,3890.554605,,
4,7,3,9,3954.054261,,
4,7,4,9,3950.304198,,
4,7,5,9,3741.372675,,
4,7,1,10,3416.215117,,
4,7,2,10,3519.817832,,
4,7,3,10,3538.921967,,
4,7,4,10,3537.527419,,
4,7,5,10,3429.204628,,
5,7,1,8,3653.326667,,
5,7,2,8,3715.215807,,
5,7,3,8,3730.163131,,
5,7,4,8,3732.157353,,
5,7,5,8,3663.179134,,
5,7,1,9,3602.72772,,
5,7,2,9,3777.340859,,
5,7,3,9,3833.071197,,
5,7,4,9,3829.384251,,
5,7,5,9,3713.667942,,
5,7,1,10,3320.132466,,
5,7,2,10,3423.852693,,
5,7,3,10,3444.76542,,
5,7,4,10,3443.621232,,
5,7,5,10,3352.218976,,
1,8,2,8,4107.41686,,
1,8,3,8,4097.863553,,
1,8,4,8,4094.940674,,
1,8,5,8,3940.001173,,
1,8,1,9,3593.182838,,
1,8,2,9,3724.972209,,
1,8,3,9,3762.95096,,
1,8,4,9,3758.946707,,
1,8,5,9,3626.65853,,
1,8,1,10,3380.789079,,
1,8,2,10,3414.97532,,
1,8,3,10,3415.573021,,
1,8,4,10,3413.572806,,
1,8,5,10,3301.268457,,
2,8,3,8,4289.804484,,
2,8,4,8,4285.578511,,
2,8,5,8,4090.334242,,
2,8,1,9,3642.163814,,
2,8,2,9,3755.03505,,
2,8,3,9,3795.951527,,
2,8,4,9,3792.279595,,
2,8,5,9,3669.661273,,
2,8,1,10,3402.625256,,
2,8,2,10,3542.306552,,
2,8,3,10,3522.962499,,
2,8,4,10,3520.499462,,
2,8,5,10,3394.003442,,
3,8,4,8,4373.502648,,
3,8,5,8,4144.058274,,
3,8,1,9,3654.657374,,
3,8,2,9,3767.670139,,
3,8,3,9,3800.538056,,
3,8,4,9,3796.973843,,
3,8,5,9,3677.440777,,
3,8,1,10,3403.427732,,
3,8,2,10,3523.587801,,
3,8,3,10,3557.438968,,
3,8,4,10,3555.577919,,
3,8,5,10,3420.84735,,
4,8,5,8,4144.218798,,
4,8,1,9,3654.179768,,
4,8,2,9,3767.346463,,
4,8,3,9,3800.310184,,
4,8,4,9,3796.08347,,
4,8,5,9,3676.544021,,
4,8,1,10,3401.602206,,
4,8,2,10,3521.303154,,
4,8,3,10,3555.726061,,
4,8,4,10,3555.180792,,
4,8,5,10,3420.399859,,
5,8,1,9,3607.246764,,
5,8,2,9,3729.255566,,
5,8,3,9,3767.094358,,
5,8,4,9,3763.066661,,
5,8,5,9,3623.866915,,
5,8,1,10,3301.323858,,
5,8,2,10,3406.683324,,
5,8,3,10,3432.54708,,
5,8,4,10,3431.933354,,
5,8,5,10,3389.193944,,
1,9,2,9,4119.580368,,
1,9,3,9,4121.938081,,
1,9,4,9,4090.322457,,
1,9,5,9,3899.496458,,
1,9,1,10,3286.943098,,
1,9,2,10,3348.530948,,
1,9,3,10,3361.685662,,
1,9,4,10,3361.04314,,
1,9,5,10,3301.628137,,
2,9,3,9,4344.461769,,
2,9,4,9,4312.457028,,
2,9,5,9,4079.368017,,
2,9,1,10,3351.701681,,
2,9,2,10,3385.47791,,
2,9,3,10,3398.679481,,
2,9,4,10,3398.417645,,
2,9,5,10,3357.300018,,
3,9,4,9,4431.938644,,
3,9,5,9,4179.826623,,
3,9,1,10,3370.215699,,
3,9,2,10,3402.644976,,
3,9,3,10,3402.265572,,
3,9,4,10,3402.072589,,
3,9,5,10,3366.80348,,
4,9,5,9,4164.328545,,
4,9,1,10,3369.558173,,
4,9,2,10,3402.338183,,
4,9,3,10,3402.003368,,
4,9,4,10,3400.860263,,
4,9,5,10,3365.596786,,
5,9,1,10,3304.382625,,
5,9,2,10,3357.271339,,
5,9,3,10,3362.423399,,
5,9,4,10,3361.262198,,
5,9,5,10,3296.076479,,
1,10,2,10,3709.860836,,
1,10,3,10,3714.809027,,
1,10,4,10,3711.880016,,
1,10,5,10,3544.751481,,
2,10,3,10,3900.722245,,
2,10,4,10,3897.126447,,
2,10,5,10,3705.846027,,
3,10,4,10,3949.903503,,
3,10,5,10,3746.001961,,
4,10,5,10,3744.961622,,
