defect1_1,defect1_2,defect2_1,defect2_2,total_power
3,2,3,5,15394.298224744
3,2,4,5,15482.198825296
3,2,5,5,11874.4224974707
3,2,1,6,12619.398043939
3,2,2,6,16311.3954872971
3,2,3,6,15394.3009554997
3,2,4,6,15472.8980913253
3,2,5,6,11865.3169055684
3,2,1,7,12395.3579558871
3,2,2,7,16363.3704199154
3,2,3,7,15394.2952923821
3,2,4,7,15470.14188608
3,2,5,7,11597.2484894662
3,2,1,8,11907.866310892
3,2,2,8,16494.4753954241
3,2,3,8,15394.3675147581
3,2,4,8,15475.6678818323
3,2,5,8,11013.1638891627
3,2,1,9,11886.7890119041
3,2,2,9,16757.4322717451
3,2,3,9,15394.670804519
3,2,4,9,15496.40520341
3,2,5,9,10821.0100237358
3,2,1,10,12591.7835688119
3,2,2,10,17148.8787148248
3,2,3,10,15394.8404560854
3,2,4,10,15527.7477337016
3,2,5,10,11349.6201103627
4,2,5,2,12997.7242005775
4,2,1,3,12117.5493149143
4,2,2,3,16854.5219634374
4,2,3,3,15642.1528580559
4,2,4,3,15498.9041507406
4,2,5,3,11117.8777652054
4,2,1,4,12532.5118625368
4,2,2,4,16544.2671056176
4,2,3,4,15569.3207654751
4,2,4,4,15508.9287342245
4,2,5,4,11606.0670360629
4,2,1,5,12732.2569407366
4,2,2,5,16444.0847627923
4,2,3,5,15543.0982946411
4,2,4,5,15514.0896287146
4,2,5,5,11883.0286195256
4,2,1,6,12723.9745753162
4,2,2,6,16424.8693903868
4,2,3,6,15529.5885362331
4,2,4,6,15522.2038789068
4,2,5,6,11893.2699993384
4,2,1,7,12501.3310792163
4,2,2,7,16471.9445355171
4,2,3,7,15521.3399131024
4,2,4,7,15530.9047027393
4,2,5,7,11638.8018092262
4,2,1,8,12029.6845529367
4,2,2,8,16601.5553341811
4,2,3,8,15508.1927060803
4,2,4,8,15545.0130295048
4,2,5,8,11072.4214428564
4,2,1,9,11997.2549816203
4,2,2,9,16861.8449697869
4,2,3,9,15496.405240541
4,2,4,9,15567.0474395351
4,2,5,9,10880.6729060067
4,2,1,10,12700.5808435578
4,2,2,10,17250.5794130434
4,2,3,10,15495.3456745982
4,2,4,10,15613.2399842882
4,2,5,10,11415.9960169227
5,2,1,3,7432.43227677233
5,2,2,3,12321.5931999952
5,2,3,3,11580.6067593612
5,2,4,3,11422.3429177163
5,2,5,3,10587.5660405741
5,2,1,4,7877.42334738351
5,2,2,4,11953.5663914106
5,2,3,4,11208.9711474811
5,2,4,4,11104.7115933153
5,2,5,4,10393.7294525681
5,2,1,5,8047.93638351992
5,2,2,5,11796.1798253695
5,2,3,5,11019.6954664192
5,2,4,5,10960.8022319664
5,2,5,5,10142.4633108556
5,2,1,6,8026.28437661245
5,2,2,6,11731.781088885
5,2,3,6,10899.4601609544
5,2,4,6,10870.1565462506
5,2,5,6,9793.84622145666
5,2,1,7,7798.92222633496
5,2,2,7,11776.2572326531
5,2,3,7,10842.7979211569
5,2,4,7,10842.6581492209
5,2,5,7,9274.47069119518
5,2,1,8,7313.95320217743
5,2,2,8,11908.5040650092
5,2,3,8,10826.6317302676
5,2,4,8,10852.8987951762
5,2,5,8,8505.91103398291
5,2,1,9,7287.41274633052
5,2,2,9,12170.8163341195
5,2,3,9,10821.0099953042
5,2,4,9,10880.672713646
5,2,5,9,8172.80102180313
5,2,1,10,7992.0452484169
5,2,2,10,12566.2866221168
5,2,3,10,10817.4789901531
5,2,4,10,10926.6188442509
5,2,5,10,8505.35668989429
1,3,2,3,13593.6351420097
1,3,3,3,14251.7876935249
1,3,4,3,14187.6545605765
1,3,5,3,8611.8022220638
1,3,1,4,11729.4072593287
1,3,2,4,11393.1100215964
1,3,3,4,12815.7277901808
1,3,4,4,12848.7418409205
1,3,5,4,8513.27671050181
1,3,1,5,11523.857699842
1,3,2,5,11453.0116805166
1,3,3,5,12279.952894306
1,3,4,5,12333.3575962422
1,3,5,5,8606.40206292291
1,3,1,6,11243.1870379668
1,3,2,6,11728.9753020905
1,3,3,6,12049.4641903313
1,3,4,6,12110.952069167
1,3,5,6,8488.95895580558
1,3,1,7,10817.5318705118
1,3,2,7,12019.4198222857
1,3,3,7,11950.8526054083
1,3,4,7,12018.8465304123
1,3,5,7,8154.12483446362
1,3,1,8,10203.5240399886
1,3,2,8,12303.4598177046
1,3,3,8,11917.060100671
1,3,4,8,11998.2696873083
1,3,5,8,7536.85864010064
1,3,1,9,10073.2009372819
1,3,2,9,12691.8787970708
1,3,3,9,11907.8663672668
1,3,4,9,12029.6847879203
1,3,5,9,7313.95340898049
1,3,1,10,10666.9760924647
1,3,2,10,13225.0235353576
1,3,3,10,11911.0346574351
1,3,4,10,12074.061298918
1,3,5,10,7850.51927278186
2,3,3,3,21600.7253334669
2,3,4,3,21509.6667615588
2,3,5,3,14358.7315452735
2,3,1,4,12109.7492955374
2,3,2,4,16548.6598973373
2,3,3,4,17552.6691845554
2,3,4,4,17669.9308727675
2,3,5,4,13307.8773924499
2,3,1,5,12513.0982069335
2,3,2,5,16615.0318681009
2,3,3,5,16959.5391956883
2,3,4,5,17051.6377958005
2,3,5,5,13210.7169190433
2,3,1,6,12725.4510155457
2,3,2,6,16705.2476090475
2,3,3,6,16691.9315083467
2,3,4,6,16773.3209601423
2,3,5,6,13053.7865892987
2,3,1,7,12662.1420361017
2,3,2,7,16823.4279589341
2,3,3,7,16557.0289669567
2,3,4,7,16634.6952085347
2,3,5,7,12716.8541709453
2,3,1,8,12303.4599268215
2,3,2,8,16998.3550571624
2,3,3,8,16506.9890102669
2,3,4,8,16591.460097895
2,3,5,8,12113.2571268956
2,3,1,9,12351.7731145431
2,3,2,9,17312.4526794519
2,3,3,9,16494.4755875292
2,3,4,9,16601.555517458
2,3,5,9,11908.5040296561
2,3,1,10,13158.1304848836
2,3,2,10,17800.7328883672
2,3,3,10,16487.8502812342
2,3,4,10,16632.4796369023
2,3,5,10,12451.8345218495
3,3,4,3,21942.8421962874
3,3,5,3,14439.162108064
3,3,1,4,12732.9445457005
3,3,2,4,16966.1579695143
3,3,3,4,15394.2021007021
3,3,4,4,15596.7252929545
3,3,5,4,11976.4993568346
3,3,1,5,12713.4496559764
3,3,2,5,16477.2829140715
3,3,3,5,15394.0746737013
3,3,4,5,15519.4372208167
3,3,5,5,11977.211127442
3,3,1,6,12653.470390617
3,3,2,6,16367.0550020974
3,3,3,6,15394.0067162668
3,3,4,6,15493.8061080733
3,3,5,6,11900.5315473576
3,3,1,7,12411.9313751644
3,3,2,7,16387.4297733448
3,3,3,7,15393.9747753786
3,3,4,7,15487.1822187121
3,3,5,7,11613.0426790502
3,3,1,8,11917.0603402711
3,3,2,8,16506.9892062201
3,3,3,8,15394.0492782484
3,3,4,8,15490.3536314979
3,3,5,8,11018.7179586306
3,3,1,9,11891.9769383845
3,3,2,9,16764.6558384447
3,3,3,9,15394.3677514355
3,3,4,9,15508.1923369001
3,3,5,9,10826.631818148
3,3,1,10,12594.0573333623
3,3,2,10,17153.1724332212
3,3,3,10,15394.544064679
3,3,4,10,15537.9914214436
3,3,5,10,11352.6225220274
4,3,5,3,14372.1880370464
4,3,1,4,12849.3916758475
4,3,2,4,17142.6408981332
4,3,3,4,15625.2391585157
4,3,4,4,15478.5412599363
4,3,5,4,11942.2616814498
4,3,1,5,12812.8458978435
4,3,2,5,16612.1641140405
4,3,3,5,15549.7533198537
4,3,4,5,15493.8028894964
4,3,5,5,11943.1168866497
4,3,1,6,12739.9682104107
4,3,2,6,16474.742933135
4,3,3,6,15521.894458405
4,3,4,6,15499.5119085705
4,3,5,6,11882.7776468453
4,3,1,7,12493.3587713486
4,3,2,7,16479.0137792787
4,3,3,7,15507.4043461744
4,3,4,7,15506.801850508
4,3,5,7,11615.1370432666
4,3,1,8,11998.2695899472
4,3,2,8,16591.4596782401
4,3,3,8,15490.354073777
4,3,4,8,15518.3968958181
4,3,5,8,11056.1246130755
4,3,1,9,11978.2237649453
4,3,2,9,16848.6150834069
4,3,3,9,15475.6677778907
4,3,4,9,15545.0132501028
4,3,5,9,10852.8987234745
4,3,1,10,12681.0721144862
4,3,2,10,17235.9703675199
4,3,3,10,15473.2966951054
4,3,4,10,15586.7995742322
4,3,5,10,11386.3178747068
5,3,1,4,8344.08022309896
5,3,2,4,12656.4069639245
5,3,3,4,11853.6616416856
5,3,4,4,11694.1601712715
5,3,5,4,10723.2299146812
5,3,1,5,8435.00244349451
5,3,2,5,12134.1740547386
5,3,3,5,11379.0461121008
5,3,4,5,11295.8745784032
5,3,5,5,10471.3714085533
5,3,1,6,8275.66115689492
5,3,2,6,11982.2478585517
5,3,3,6,11172.1960440593
5,3,4,6,11127.3747307298
5,3,5,6,10126.5076274629
5,3,1,7,8039.03981437059
5,3,2,7,11985.7416252763
5,3,3,7,11054.6589224265
5,3,4,7,11039.2616884157
5,3,5,7,9610.85071945781
5,3,1,8,7536.85861989363
5,3,2,8,12113.2570924482
5,3,3,8,11018.7180193204
5,3,4,8,11056.1248868066
5,3,5,8,8845.06931594559
5,3,1,9,7485.46051553248
5,3,2,9,12379.0878176394
5,3,3,9,11013.163806275
5,3,4,9,11072.4214810683
5,3,5,9,8505.91102595181
5,3,1,10,8179.29293531798
5,3,2,10,12769.3012065981
5,3,3,10,11013.9881634473
5,3,4,10,11117.8327578175
5,3,5,10,8841.24265186718
1,4,2,4,14740.0428322032
1,4,3,4,15416.7385872892
1,4,4,4,15330.1053552653
1,4,5,4,10114.4508222545
1,4,1,5,12140.3574382024
1,4,2,5,11995.2150662286
1,4,3,5,13360.2514037835
1,4,4,5,13407.8644978473
1,4,5,5,9373.1514954034
1,4,1,6,11856.4288307774
1,4,2,6,12059.0322041007
1,4,3,6,12721.0959134929
1,4,4,6,12790.6240247199
1,4,5,6,9104.33836604438
1,4,1,7,11431.5994919556
1,4,2,7,12336.425386735
1,4,3,7,12486.719577916
1,4,4,7,12560.4026085486
1,4,5,7,8662.96527704943
1,4,1,8,10817.5320088238
1,4,2,8,12662.1422647714
1,4,3,8,12411.9312115163
1,4,4,8,12493.3586137204
1,4,5,8,8039.03970382393
1,4,1,9,10694.8533020638
1,4,2,9,13074.0575522478
1,4,3,9,12395.3576582828
1,4,4,9,12501.3306350533
1,4,5,9,7798.92219071417
1,4,1,10,11295.0917262621
1,4,2,10,13646.3039424128
1,4,3,10,12390.9817580799
1,4,4,10,12535.9678838014
1,4,5,10,8328.22213400869
2,4,3,4,22115.6588904432
2,4,4,4,22009.2810700253
2,4,5,4,15372.9842304991
2,4,1,5,12284.6148982751
2,4,2,5,16425.0841098189
2,4,3,5,17487.0864797098
2,4,4,5,17618.8262322209
2,4,5,5,13578.8512653203
2,4,1,6,12385.9944052013
2,4,2,6,16512.792992108
2,4,3,6,16798.5438487525
2,4,4,6,16906.3903235203
2,4,5,6,13100.7937941728
2,4,1,7,12336.4255343812
2,4,2,7,16638.9430725387
2,4,3,7,16501.3108171592
2,4,4,7,16596.891776018
2,4,5,7,12647.6663983179
2,4,1,8,12019.4198716166
2,4,2,8,16823.4276533924
2,4,3,8,16387.429742331
2,4,4,8,16479.0133956568
2,4,5,8,11985.741575722
2,4,1,9,12094.9106437815
2,4,2,9,17130.5188304624
2,4,3,9,16363.3704469623
2,4,4,9,16471.9445369274
2,4,5,9,11776.2575659346
2,4,1,10,12912.3049302364
2,4,2,10,17621.2260909193
2,4,3,10,16355.1682550012
2,4,4,10,16501.4857340617
2,4,5,10,12320.4146927569
3,4,4,4,22490.6057744679
3,4,5,4,15629.9875068207
3,4,1,5,13248.7247027434
3,4,2,5,17216.8094123649
3,4,3,5,15394.2148453077
3,4,4,5,15600.7213083935
3,4,5,5,12400.0099050885
3,4,1,6,12834.8213608984
3,4,2,6,16638.1542830481
3,4,3,6,15394.045446273
3,4,4,6,15529.2608088588
3,4,5,6,12082.747520806
3,4,1,7,12486.719809931
3,4,2,7,16501.3108364253
3,4,3,7,15393.9363326803
3,4,4,7,15508.9261676626
3,4,5,7,11694.6241990691
3,4,1,8,11950.8529612714
3,4,2,8,16557.0290198929
3,4,3,8,15393.9742689996
3,4,4,8,15507.4038332071
3,4,5,8,11054.6591490278
3,4,1,9,11907.2317374108
3,4,2,9,16785.9229171611
3,4,3,9,15394.2947533926
3,4,4,9,15521.3398317782
3,4,5,9,10842.7976955508
3,4,1,10,12598.9829356116
3,4,2,10,17159.1924694046
3,4,3,10,15394.4856022921
3,4,4,10,15548.9606523189
3,4,5,10,11358.6678383423
4,4,5,4,15564.4738275793
4,4,1,5,13342.5335595062
4,4,2,5,17377.0612683793
4,4,3,5,15613.5166705941
4,4,4,5,15466.6158719236
4,4,5,5,12320.0806586578
4,4,1,6,12921.4260028209
4,4,2,6,16761.4026728719
4,4,3,6,15537.388138843
4,4,4,6,15486.8597713211
4,4,5,6,12039.7212197419
4,4,1,7,12560.4027131178
4,4,2,7,16596.8917390269
4,4,3,7,15508.9260290693
4,4,4,7,15494.7889968284
4,4,5,7,11661.7568122506
4,4,1,8,12018.846598185
4,4,2,8,16634.695637069
4,4,3,8,15487.1818349044
4,4,4,8,15506.8018977496
4,4,5,8,11039.2617726467
4,4,1,9,11975.7974614525
4,4,2,9,16857.3064212412
4,4,3,9,15470.1419480824
4,4,4,9,15530.9049184143
4,4,5,9,10842.6580855674
4,4,1,10,12677.0588877704
4,4,2,10,17233.16567975
4,4,3,10,15465.6390085455
4,4,4,10,15572.909942984
4,4,5,10,11371.7136569518
5,4,1,5,9303.8259276628
5,4,2,5,13328.2287315264
5,4,3,5,12413.4084629112
5,4,4,5,12266.676297683
5,4,5,5,11238.506555431
5,4,1,6,9057.2654582989
5,4,2,6,12769.5607633739
5,4,3,6,11902.5851136374
5,4,4,6,11841.394457549
5,4,5,6,10889.8542853604
5,4,1,7,8662.96514733009
5,4,2,7,12647.6664942591
5,4,3,7,11694.6239780027
5,4,4,7,11661.7567429203
5,4,5,7,10372.1602436341
5,4,1,8,8154.12471641541
5,4,2,8,12716.8540278291
5,4,3,8,11613.0423044222
5,4,4,8,11615.1369968211
5,4,5,8,9610.85076014041
5,4,1,9,8074.68552117925
5,4,2,9,12958.6985520316
5,4,3,9,11597.2485500321
5,4,4,9,11638.8015334484
5,4,5,9,9274.47058197951
5,4,1,10,8756.31325403001
5,4,2,10,13342.9503084238
5,4,3,10,11589.7554889147
5,4,4,10,11687.0383314851
5,4,5,10,9610.09316669248
1,5,2,5,15218.9460960916
1,5,3,5,15900.4118433483
1,5,4,5,15803.5280091929
1,5,5,5,10898.4165393835
1,5,1,6,12280.7827366981
1,5,2,6,12264.0216468094
1,5,3,6,13473.2387181571
1,5,4,6,13541.0265372024
1,5,5,6,9669.50770339612
1,5,1,7,11856.4287757873
1,5,2,7,12385.9941022882
1,5,3,7,12834.8214279734
1,5,4,7,12921.426091866
1,5,5,7,9057.265298231
1,5,1,8,11243.1871992158
1,5,2,8,12725.4510134623
1,5,3,8,12653.4702398148
1,5,4,8,12739.9686937247
1,5,5,8,8275.66103144264
1,5,1,9,11123.2985187574
1,5,2,9,13177.4080241645
1,5,3,9,12619.3979351182
1,5,4,9,12723.9747245002
1,5,5,9,8026.2846283564
1,5,1,10,11727.5542470458
1,5,2,10,13800.2421505871
1,5,3,10,12611.7553242978
1,5,4,10,12755.0098865118
1,5,5,10,8540.35036836292
2,5,3,5,22275.8958706615
2,5,4,5,22162.6692980878
2,5,5,5,15801.4089110879
2,5,1,6,12264.0216578372
2,5,2,6,16389.0170228415
2,5,3,6,17379.3988054221
2,5,4,6,17523.9886303348
2,5,5,6,13602.5218530839
2,5,1,7,12059.0323720075
2,5,2,7,16512.7929753418
2,5,3,7,16638.154134704
2,5,4,7,16761.4024256713
2,5,5,7,12769.5604521396
2,5,1,8,11728.9752532985
2,5,2,8,16705.247470545
2,5,3,8,16367.0550622298
2,5,4,8,16474.7430467952
2,5,5,8,11982.2479617199
2,5,1,9,11870.3420813529
2,5,2,9,17014.2965466258
2,5,3,9,16311.3951467958
2,5,4,9,16424.8693948349
2,5,5,9,11731.7810194845
2,5,1,10,12713.395055001
2,5,2,10,17508.1928516145
2,5,3,10,16300.5061186955
2,5,4,10,16447.2660739522
2,5,5,10,12271.3367939281
3,5,4,5,22678.218284494
3,5,5,5,16136.4094110457
3,5,1,6,13473.2381304148
3,5,2,6,17379.3988639705
3,5,3,6,15394.2452760293
3,5,4,6,15605.8131837663
3,5,5,6,12562.0470284257
3,5,1,7,12721.0961454346
3,5,2,7,16798.5440741814
3,5,3,7,15394.0458441693
3,5,4,7,15537.3878263148
3,5,5,7,11902.5849790225
3,5,1,8,12049.464262631
3,5,2,8,16691.9317776994
3,5,3,8,15394.0065509432
3,5,4,8,15521.8945603649
3,5,5,8,11172.1959174448
3,5,1,9,11947.3687062452
3,5,2,9,16842.3103053284
3,5,3,9,15394.3006538304
3,5,4,9,15529.5885553024
3,5,5,9,10899.4600871898
3,5,1,10,12609.1656778557
3,5,2,10,17172.453656894
3,5,3,10,15394.5038685095
3,5,4,10,15553.3383540342
3,5,5,10,11374.8999211902
4,5,5,5,16070.5342894075
