defect1_1,defect1_2,defect2_1,defect2_2,total_power
2,3,1,4,2659.96147187624
2,3,2,4,4960.67597130229
2,3,3,4,4938.65735911725
2,3,4,4,4952.42467503697
2,3,5,4,2981.7018543242
2,3,1,5,2669.47463600164
2,3,2,5,4987.45938865712
2,3,3,5,4934.93663246625
2,3,4,5,4953.05965735908
2,3,5,5,2933.14924405093
2,3,1,6,2736.01555373408
2,3,2,6,5017.92202554599
2,3,3,6,4931.62026994436
2,3,4,6,4953.19313496992
2,3,5,6,2929.75678920519
2,3,1,7,2852.71254347305
2,3,2,7,5056.29874250537
2,3,3,7,4929.92480562119
2,3,4,7,4957.02696892308
2,3,5,7,2979.83565335137
2,3,1,8,3020.03834098903
2,3,2,8,5111.14913194751
2,3,3,8,4929.81355263577
2,3,4,8,4963.75141841615
2,3,5,8,3080.21047381653
2,3,1,9,3225.65022264982
2,3,2,9,5173.22747177632
2,3,3,9,4933.74931489065
2,3,4,9,4967.39970193155
2,3,5,9,3235.49944625378
2,3,1,10,3469.31242496673
2,3,2,10,5237.61596741947
2,3,3,10,4937.67830639892
2,3,4,10,4974.14693373282
2,3,5,10,3517.31803849999
3,3,4,3,4941.81778977693
3,3,5,3,2941.62248025409
3,3,1,4,2836.45962734577
3,3,2,4,4910.35468939689
3,3,3,4,4556.33092522902
3,3,4,4,4632.4215373837
3,3,5,4,2652.45016999635
3,3,1,5,2785.02819830606
3,3,2,5,4894.17751370933
3,3,3,5,4556.60067742963
3,3,4,5,4605.67552727988
3,3,5,5,2585.96155015815
3,3,1,6,2780.12194610429
3,3,2,6,4893.29901322659
3,3,3,6,4553.91498914845
3,3,4,6,4598.45951099493
3,3,5,6,2585.46863730914
3,3,1,7,2830.3572605008
3,3,2,7,4902.4157645761
3,3,3,7,4555.39847284278
3,3,4,7,4592.43804081504
3,3,5,7,2624.23288015564
3,3,1,8,2936.17289266253
3,3,2,8,4932.07805118688
3,3,3,8,4556.75454282276
3,3,4,8,4599.1716536783
3,3,5,8,2719.24581511989
3,3,1,9,3080.14917385543
3,3,2,9,4971.09386976919
3,3,3,9,4559.23493021748
3,3,4,9,4601.25912690779
3,3,5,9,2864.85382435488
3,3,1,10,3227.75494221475
3,3,2,10,4988.42776946258
3,3,3,10,4565.00563927739
3,3,4,10,4605.89673347481
3,3,5,10,3134.57779411201
4,3,5,3,2928.8448931754
4,3,1,4,2858.90290267096
4,3,2,4,4927.52147546368
4,3,3,4,4639.61266248511
4,3,4,4,4593.72414354578
4,3,5,4,2592.00522305526
4,3,1,5,2810.36809625342
4,3,2,5,4916.62754930719
4,3,3,5,4610.88612101099
4,3,4,5,4588.26462771107
4,3,5,5,2544.25223727646
4,3,1,6,2807.32305151747
4,3,2,6,4916.71193569419
4,3,3,6,4602.69972639119
4,3,4,6,4592.79421737864
4,3,5,6,2549.98316521137
4,3,1,7,2858.93508321915
4,3,2,7,4932.01673116842
4,3,3,7,4598.22627334063
4,3,4,7,4600.68857896528
4,3,5,7,2605.44094380134
4,3,1,8,2965.96226481158
4,3,2,8,4963.75148756135
4,3,3,8,4596.81047594427
4,3,4,8,4608.92169597574
4,3,5,8,2711.14391948224
4,3,1,9,3118.9555081478
4,3,2,9,5001.05091371992
4,3,3,9,4600.27079925508
4,3,4,9,4615.26825636498
4,3,5,9,2865.56977952284
4,3,1,10,3260.75881416488
4,3,2,10,5024.77518203945
4,3,3,10,4600.75733101307
4,3,4,10,4625.53245625955
4,3,5,10,3149.80263713513
5,3,1,4,850.471220843711
5,3,2,4,3055.45177182869
5,3,3,4,2783.01761505748
5,3,4,4,2743.49965680083
5,3,5,4,2624.84615186453
5,3,1,5,822.695695410692
5,3,2,5,3041.34847203675
5,3,3,5,2731.28327625409
5,3,4,5,2699.90663535502
5,3,5,5,2557.40187137405
5,3,1,6,844.291492339411
5,3,2,6,3040.47665496068
5,3,3,6,2721.22650939676
5,3,4,6,2698.9932767523
5,3,5,6,2513.04582908095
5,3,1,7,904.337059076914
5,3,2,7,3052.67382131362
5,3,3,7,2721.88020726498
5,3,4,7,2703.49825095585
5,3,5,7,2503.0583701485
5,3,1,8,1015.63369112145
5,3,2,8,3080.21040627998
5,3,3,8,2717.69444815017
5,3,4,8,2711.14394621966
5,3,5,8,2513.26281397019
5,3,1,9,1152.57323475954
5,3,2,9,3124.80798865108
5,3,3,9,2717.96485192787
5,3,4,9,2719.42671140557
5,3,5,9,2582.51539683459
5,3,1,10,1255.03093210589
5,3,2,10,3140.66074756357
5,3,3,10,2717.50791385531
5,3,4,10,2735.99959454124
5,3,5,10,2762.46054641448
1,4,2,4,2688.75370544834
1,4,3,4,2833.82991138911
1,4,4,4,2858.19980347151
1,4,5,4,778.455150391
1,4,1,5,2818.56769619202
1,4,2,5,2722.7316084672
1,4,3,5,2829.38225716246
1,4,4,5,2855.04642497695
1,4,5,5,743.819113256291
1,4,1,6,2805.25078082029
1,4,2,6,2761.32045694055
1,4,3,6,2833.77397625239
1,4,4,6,2855.33600026615
1,4,5,6,758.883442730333
1,4,1,7,2825.79714305782
1,4,2,7,2795.98622229921
1,4,3,7,2829.67820017778
1,4,4,7,2856.49667499014
1,4,5,7,808.356608799012
1,4,1,8,2865.3580435055
1,4,2,8,2852.71262721854
1,4,3,8,2830.35719551992
1,4,4,8,2858.93506520777
1,4,5,8,904.337094002063
1,4,1,9,2957.20565241882
1,4,2,9,2948.06097252299
1,4,3,9,2829.72253017775
1,4,4,9,2863.07929289558
1,4,5,9,1043.06722801009
1,4,1,10,3063.39969245144
1,4,2,10,3064.00997164678
1,4,3,10,2829.36179731356
1,4,4,10,2865.42221724886
1,4,5,10,1260.96890138143
2,4,3,4,4908.6375055539
2,4,4,4,4915.53767786218
2,4,5,4,2952.65555185903
2,4,1,5,2638.16180154494
2,4,2,5,4932.3064765919
2,4,3,5,4908.29608406432
2,4,4,5,4920.33452978402
2,4,5,5,2904.91206098005
2,4,1,6,2696.8399562879
2,4,2,6,4962.12638910868
2,4,3,6,4905.78870949438
2,4,4,6,4924.05407199851
2,4,5,6,2901.79033711151
2,4,1,7,2795.98619119183
2,4,2,7,5003.42724179111
2,4,3,7,4903.24905571933
2,4,4,7,4926.00186861054
2,4,5,7,2951.99037183026
2,4,1,8,2948.71026403036
2,4,2,8,5056.29846100995
2,4,3,8,4902.41559663787
2,4,4,8,4932.0167723516
2,4,5,8,3052.6737607475
2,4,1,9,3157.51907541445
2,4,2,9,5117.10061257745
2,4,3,9,4908.48218214425
2,4,4,9,4938.49370554726
2,4,5,9,3208.67255376896
2,4,1,10,3425.77114934211
2,4,2,10,5179.65706895657
2,4,3,10,4908.96868875237
2,4,4,10,4942.13576152565
2,4,5,10,3492.91578605673
3,4,4,4,4907.44214324808
3,4,5,4,2832.94484191489
3,4,1,5,2784.91190342028
3,4,2,5,4895.35527487343
3,4,3,5,4554.80226576906
3,4,4,5,4633.43700602883
3,4,5,5,2605.22107351637
3,4,1,6,2782.15936708166
3,4,2,6,4892.97054458637
3,4,3,6,4553.07985351707
3,4,4,6,4606.41105900494
3,4,5,6,2598.48444460665
3,4,1,7,2831.73497751669
3,4,2,7,4903.24890713915
3,4,3,7,4554.20195293997
3,4,4,7,4599.63543445463
3,4,5,7,2628.91671021488
3,4,1,8,2936.99947089829
3,4,2,8,4932.02601051061
3,4,3,8,4556.78865351451
3,4,4,8,4598.22614920872
3,4,5,8,2721.88021358364
3,4,1,9,3082.62462794742
3,4,2,9,4970.91138024324
3,4,3,9,4559.38038349767
3,4,4,9,4599.21626304433
3,4,5,9,2864.05847489878
3,4,1,10,3227.76178274179
3,4,2,10,4992.25127776515
3,4,3,10,4563.18856424846
3,4,4,10,4599.98723046308
3,4,5,10,3134.94770584864
4,4,5,4,2820.57914163774
4,4,1,5,2807.57995083264
4,4,2,5,4910.14074139215
4,4,3,5,4636.09549506936
4,4,4,5,4588.20663844131
4,4,5,5,2557.61635798071
4,4,1,6,2804.80747834996
4,4,2,6,4912.62542428949
4,4,3,6,4608.13385449793
4,4,4,6,4584.29807634306
4,4,5,6,2547.83239792148
4,4,1,7,2856.4966151206
4,4,2,7,4926.0019640022
4,4,3,7,4599.6353467622
4,4,4,7,4590.20599742111
4,4,5,7,2600.24380588726
4,4,1,8,2963.54866889884
4,4,2,8,4957.0270982649
4,4,3,8,4593.88010269153
4,4,4,8,4600.68851218876
4,4,5,8,2703.49833908142
4,4,1,9,3116.53026299503
4,4,2,9,4997.61627812189
4,4,3,9,4595.11115467586
4,4,4,9,4609.37179308464
4,4,5,9,2858.52020462264
4,4,1,10,3258.76398402192
4,4,2,10,5020.99423675685
4,4,3,10,4594.68963977638
4,4,4,10,4606.31346421481
4,4,5,10,3145.04509765554
5,4,1,5,744.409103993974
5,4,2,5,2939.62047291561
5,4,3,5,2676.8761681421
5,4,4,5,2637.53683760056
5,4,5,5,2534.70892985896
5,4,1,6,754.441107117877
5,4,2,6,2939.38650105083
5,4,3,6,2637.67972995315
5,4,4,6,2599.25327860477
5,4,5,6,2492.23734165621
5,4,1,7,808.356580888925
5,4,2,7,2951.99036525386
5,4,3,7,2628.91662553306
5,4,4,7,2600.24368437556
5,4,5,7,2488.42414648005
5,4,1,8,911.323609862615
5,4,2,8,2979.83569075121
5,4,3,8,2624.23282865388
5,4,4,8,2605.44082049595
5,4,5,8,2503.05832616076
5,4,1,9,1043.38292550022
5,4,2,9,3022.53787757154
5,4,3,9,2621.80064395037
5,4,4,9,2614.55186827742
5,4,5,9,2570.87580791415
5,4,1,10,1126.05058282611
5,4,2,10,3039.05928332497
5,4,3,10,2620.62600331574
5,4,4,10,2634.48553912257
5,4,5,10,2738.26939548971
1,5,2,5,2633.47042964305
1,5,3,5,2779.13898034653
1,5,4,5,2806.06628285355
1,5,5,5,708.429563778945
1,5,1,6,2799.48495230767
1,5,2,6,2658.5616617077
1,5,3,6,2774.92527370114
1,5,4,6,2803.42818171751
1,5,5,6,711.677921019202
1,5,1,7,2805.25074958071
1,5,2,7,2696.8400181237
1,5,3,7,2782.15920098357
1,5,4,7,2804.80752384363
1,5,5,7,754.441093832718
1,5,1,8,2857.93743179937
1,5,2,8,2736.01552292056
1,5,3,8,2780.12187256911
1,5,4,8,2807.32302673805
1,5,5,8,844.291504448926
1,5,1,9,2959.73399726449
1,5,2,9,2815.08344084552
1,5,3,9,2778.91842923275
1,5,4,9,2811.47670096459
1,5,5,9,966.458661942867
1,5,1,10,3068.5479428963
1,5,2,10,2953.57109848043
1,5,3,10,2778.06798538767
1,5,4,10,2813.83330489828
1,5,5,10,1164.53218489939
2,5,3,5,4893.45622558573
2,5,4,5,4900.33211319381
2,5,5,5,2891.73706518096
2,5,1,6,2658.56154937896
2,5,2,6,4923.60788566119
2,5,3,6,4893.61686231569
2,5,4,6,4907.17545293455
2,5,5,6,2891.93874510171
2,5,1,7,2761.32052113102
2,5,2,7,4962.1263559316
2,5,3,7,4892.97074646452
2,5,4,7,4912.62527604634
2,5,5,7,2939.38648681054
2,5,1,8,2901.97462437145
2,5,2,8,5017.92222337709
2,5,3,8,4893.29900766356
2,5,4,8,4916.71183245017
2,5,5,8,3040.47668244493
2,5,1,9,3100.19577952446
2,5,2,9,5079.29618689116
2,5,3,9,4893.59610947421
2,5,4,9,4925.34896492772
2,5,5,9,3197.40448873105
2,5,1,10,3393.31476530529
2,5,2,10,5144.76796493062
2,5,3,10,4893.35889701037
2,5,4,10,4929.01352453821
2,5,5,10,3483.98056210697
3,5,4,5,4892.99797150836
3,5,5,5,2778.21948745573
3,5,1,6,2774.92536586946
3,5,2,6,4893.61707214729
3,5,3,6,4555.5876266945
3,5,4,6,4634.65101094825
3,5,5,6,2616.9464218873
3,5,1,7,2833.77402640743
3,5,2,7,4905.78873813723
3,5,3,7,4555.24299454135
3,5,4,7,4608.13375056313
3,5,5,7,2637.67969142047
3,5,1,8,2938.36573372014
3,5,2,8,4931.62016217726
3,5,3,8,4552.37220564552
3,5,4,8,4602.69959009166
3,5,5,8,2721.22656220657
3,5,1,9,3082.3761408088
3,5,2,9,4971.95005580248
3,5,3,9,4560.62412937625
3,5,4,9,4601.13997544385
