defect1_1,defect1_2,defect2_1,defect2_2,total_voltage
4,2,5,2,1988.572071
4,2,1,3,1153.894176
4,2,2,3,1135.682032
4,2,3,3,1119.165407
4,2,4,3,1118.036373
4,2,5,3,1144.320259
4,2,1,4,1160.26691
4,2,2,4,1204.45331
4,2,3,4,1220.351163
4,2,4,4,1222.67884
4,2,5,4,1179.662179
4,2,1,5,1162.195983
4,2,2,5,1221.52556
4,2,3,5,1245.53757
4,2,4,5,1247.729351
4,2,5,5,1189.115348
4,2,1,6,1162.947634
4,2,2,6,1228.827864
4,2,3,6,1252.609557
4,2,4,6,1253.150107
4,2,5,6,1190.376484
4,2,1,7,1153.896554
4,2,2,7,1230.00971
4,2,3,7,1252.7679
4,2,4,7,1251.526615
4,2,5,7,1179.881733
4,2,1,8,1130.887497
4,2,2,8,1221.009144
4,2,3,8,1241.166148
4,2,4,8,1238.987984
4,2,5,8,1152.971323
4,2,1,9,1072.613202
4,2,2,9,1170.036153
4,2,3,9,1177.948494
4,2,4,9,1176.583228
4,2,5,9,1083.387752
4,2,1,10,938.5851816
4,2,2,10,904.1986683
4,2,3,10,872.6961807
4,2,4,10,874.8829484
4,2,5,10,919.7899866
5,2,1,3,1091.55981
5,2,2,3,1095.206935
5,2,3,3,1085.078083
5,2,4,3,1083.788079
5,2,5,3,1030.996656
5,2,1,4,1060.863861
5,2,2,4,1100.2068
5,2,3,4,1109.662554
5,2,4,4,1111.041093
5,2,5,4,1123.385963
5,2,1,5,1051.929084
5,2,2,5,1104.326278
5,2,3,5,1123.496433
5,2,4,5,1125.016396
5,2,5,5,1150.224466
5,2,1,6,1053.083364
5,2,2,6,1115.220784
5,2,3,6,1137.78918
5,2,4,6,1138.401305
5,2,5,6,1150.129187
5,2,1,7,1046.945654
5,2,2,7,1122.993368
5,2,3,7,1147.195115
5,2,4,7,1146.511398
5,2,5,7,1133.136327
5,2,1,8,1029.03219
5,2,2,8,1119.237767
5,2,3,8,1142.789063
5,2,4,8,1141.205377
5,2,5,8,1099.087507
5,2,1,9,973.0352243
5,2,2,9,1072.742225
5,2,3,9,1084.29419
5,2,4,9,1083.387754
5,2,5,9,1022.062617
5,2,1,10,842.589432
5,2,2,10,810.1335842
5,2,3,10,781.409644
5,2,4,10,783.8881388
5,2,5,10,850.8053436
1,3,2,3,2042.092668
1,3,3,3,1994.963374
1,3,4,3,1987.718269
1,3,5,3,1782.809942
1,3,1,4,1080.317886
1,3,2,4,1131.704844
1,3,3,4,1154.489323
1,3,4,4,1155.322941
1,3,5,4,1157.628834
1,3,1,5,1170.007939
1,3,2,5,1172.38864
1,3,3,5,1161.250609
1,3,4,5,1160.086657
1,3,5,5,1122.166464
1,3,1,6,1191.552966
1,3,2,6,1183.83074
1,3,3,6,1172.262659
1,3,4,6,1170.186227
1,3,5,6,1109.511834
1,3,1,7,1182.972405
1,3,2,7,1193.270667
1,3,3,7,1186.001113
1,3,4,7,1183.13592
1,3,5,7,1105.021203
1,3,1,8,1155.014131
1,3,2,8,1190.051345
1,3,3,8,1186.970469
1,3,4,8,1183.706754
1,3,5,8,1089.544681
1,3,1,9,1087.59655
1,3,2,9,1141.707281
1,3,3,9,1133.023731
1,3,4,9,1130.887507
1,3,5,9,1029.032189
1,3,1,10,941.3427944
1,3,2,10,876.4492326
1,3,3,10,833.6039688
1,3,4,10,835.2960263
1,3,5,10,872.2474972
2,3,3,3,2232.465173
2,3,4,3,2223.806082
2,3,5,3,1987.676578
2,3,1,4,1178.734844
2,3,2,4,1163.38372
2,3,3,4,1182.029045
2,3,4,4,1183.209233
2,3,5,4,1199.830318
2,3,1,5,1217.76965
2,3,2,5,1275.223136
2,3,3,5,1256.288895
2,3,4,5,1254.550597
2,3,5,5,1209.887297
2,3,1,6,1219.740086
2,3,2,6,1299.565552
2,3,3,6,1277.777908
2,3,4,6,1275.321069
2,3,5,6,1207.526256
2,3,1,7,1212.071813
2,3,2,7,1299.816844
2,3,3,7,1287.843559
2,3,4,7,1284.936967
2,3,5,7,1203.243335
2,3,1,8,1190.051348
2,3,2,8,1286.466474
2,3,3,8,1282.483888
2,3,4,8,1279.386831
2,3,5,8,1183.78166
2,3,1,9,1129.987366
2,3,2,9,1230.367508
2,3,3,9,1222.897282
2,3,4,9,1221.009135
2,3,5,9,1119.237761
2,3,1,10,994.0722551
2,3,2,10,959.9427855
2,3,3,10,919.6031963
2,3,4,10,921.5034674
2,3,5,10,960.4423043
3,3,4,3,2322.324076
3,3,5,3,2068.380745
3,3,1,4,1212.731758
3,3,2,4,1196.589721
3,3,3,4,1182.911721
3,3,4,4,1184.093367
3,3,5,4,1207.512807
3,3,1,5,1216.989043
3,3,2,5,1267.845929
3,3,3,5,1288.140656
3,3,4,5,1285.855572
3,3,5,5,1235.737198
3,3,1,6,1214.029795
3,3,2,6,1284.261025
3,3,3,6,1313.675149
3,3,4,6,1311.000082
3,3,5,6,1239.525608
3,3,1,7,1207.09272
3,3,2,7,1289.57134
3,3,3,7,1317.71496
3,3,4,7,1315.178371
3,3,5,7,1233.093065
3,3,1,8,1186.970459
3,3,2,8,1282.483898
3,3,3,8,1306.303674
3,3,4,8,1303.835994
3,3,5,8,1209.814237
3,3,1,9,1131.132431
3,3,2,9,1232.408299
3,3,3,9,1242.558311
3,3,4,9,1241.166148
3,3,5,9,1142.789068
3,3,1,10,999.2824261
3,3,2,10,967.0702543
3,3,3,10,936.84262
3,3,4,10,939.0370196
3,3,5,10,981.0381842
4,3,5,3,2071.600606
4,3,1,4,1211.06913
4,3,2,4,1195.396253
4,3,3,4,1181.735671
4,3,4,4,1180.760576
4,3,5,4,1204.250688
4,3,1,5,1213.501561
4,3,2,5,1263.861287
4,3,3,5,1283.6158
4,3,4,5,1285.850715
4,3,5,5,1234.90882
4,3,1,6,1210.258654
4,3,2,6,1280.16028
4,3,3,6,1309.361438
4,3,4,6,1310.946716
4,3,5,6,1238.950339
4,3,1,7,1203.564786
4,3,2,7,1286.024202
4,3,3,7,1314.402298
4,3,4,7,1314.072694
4,3,5,7,1232.149266
4,3,1,8,1183.706752
4,3,2,8,1279.386834
4,3,3,8,1303.835985
4,3,4,8,1301.953305
4,3,5,8,1208.531333
4,3,1,9,1128.120342
4,3,2,9,1229.623324
4,3,3,9,1240.268189
4,3,4,9,1238.987973
4,3,5,9,1141.205377
4,3,1,10,996.5172106
4,3,2,10,964.4859863
4,3,3,10,934.553663
4,3,4,10,936.7728327
4,3,5,10,979.187648
5,3,1,4,1158.145257
5,3,2,4,1156.942528
5,3,3,4,1148.758925
5,3,4,4,1147.649945
5,3,5,4,1100.826971
5,3,1,5,1123.223418
5,3,2,5,1167.159048
5,3,3,5,1180.588689
5,3,4,5,1181.913559
5,3,5,5,1190.415499
5,3,1,6,1109.354312
5,3,2,6,1172.320783
5,3,3,6,1197.298677
5,3,4,6,1198.302331
5,3,5,6,1212.33415
5,3,1,7,1103.890768
5,3,2,7,1183.897831
5,3,3,7,1210.736946
5,3,4,7,1210.406452
5,3,5,7,1204.253879
5,3,1,8,1089.544682
5,3,2,8,1183.78168
5,3,3,8,1209.814236
5,3,4,8,1208.531329
5,3,5,8,1174.254264
5,3,1,9,1037.821389
5,3,2,9,1139.769384
5,3,3,9,1153.64198
5,3,4,9,1152.971329
5,3,5,9,1099.087503
5,3,1,10,909.2869211
5,3,2,10,878.816921
5,3,3,10,851.9415564
5,3,4,10,854.5759332
5,3,5,10,928.0773483
1,4,2,4,2066.129702
1,4,3,4,2012.548557
1,4,4,4,2006.16553
1,4,5,4,1817.787161
1,4,1,5,1103.247544
1,4,2,5,1157.685063
1,4,3,5,1181.791515
1,4,4,5,1182.464747
1,4,5,5,1178.667869
1,4,1,6,1188.223134
1,4,2,6,1199.994029
1,4,3,6,1193.175908
1,4,4,6,1191.377577
1,4,5,6,1140.053348
1,4,1,7,1202.517783
1,4,2,7,1210.920582
1,4,3,7,1203.627308
1,4,4,7,1200.516377
1,4,5,7,1120.584849
1,4,1,8,1182.972416
1,4,2,8,1212.071807
1,4,3,8,1207.092722
1,4,4,8,1203.564782
1,4,5,8,1103.890769
1,4,1,9,1120.425211
1,4,2,9,1168.026634
1,4,3,9,1156.267298
1,4,4,9,1153.896563
1,4,5,9,1046.945657
1,4,1,10,975.9541777
1,4,2,10,904.4119028
1,4,3,10,858.9986065
1,4,4,10,860.5308249
1,4,5,10,894.6901975
2,4,3,4,2241.426827
2,4,4,4,2233.25455
2,4,5,4,2007.891636
2,4,1,5,1182.979734
2,4,2,5,1173.544022
2,4,3,5,1195.2645
2,4,4,5,1196.294919
2,4,5,5,1204.929544
2,4,1,6,1216.356348
2,4,2,6,1284.471484
2,4,3,6,1270.583407
2,4,4,6,1268.234597
2,4,5,6,1210.093757
2,4,1,7,1210.920588
2,4,2,7,1307.108269
2,4,3,7,1290.318007
2,4,4,7,1286.875953
2,4,5,7,1200.013488
2,4,1,8,1193.270676
2,4,2,8,1299.816842
2,4,3,8,1289.571364
2,4,4,8,1286.024213
2,4,5,8,1183.897825
2,4,1,9,1137.510466
2,4,2,9,1245.661665
2,4,3,9,1232.206072
2,4,4,9,1230.0097
2,4,5,9,1122.993374
2,4,1,10,1003.877888
2,4,2,10,975.0923126
2,4,3,10,930.0128865
2,4,4,10,931.7362198
2,4,5,10,966.941996
3,4,4,4,2336.420682
3,4,5,4,2089.301158
3,4,1,5,1214.90802
3,4,2,5,1205.05963
3,4,3,5,1195.247395
3,4,4,5,1196.292215
3,4,5,5,1211.39576
3,4,1,6,1213.823008
3,4,2,6,1275.362792
3,4,3,6,1300.946771
3,4,4,6,1298.056064
3,4,5,6,1234.305148
3,4,1,7,1203.627306
3,4,2,7,1290.318015
3,4,3,7,1323.867551
3,4,4,7,1320.881083
3,4,5,7,1230.169719
3,4,1,8,1186.001111
3,4,2,8,1287.843571
3,4,3,8,1317.714959
3,4,4,8,1314.402306
3,4,5,8,1210.73694
3,4,1,9,1133.530935
3,4,2,9,1240.026912
3,4,3,9,1254.340683
3,4,4,9,1252.767897
3,4,5,9,1147.195119
3,4,1,10,1005.13508
3,4,2,10,975.9957082
3,4,3,10,948.2420214
3,4,4,10,950.4251448
3,4,5,10,988.1599062
4,4,5,4,2093.285668
4,4,1,5,1213.921317
4,4,2,5,1204.486106
4,4,3,5,1194.687661
4,4,4,5,1193.604983
4,4,5,5,1208.781104
4,4,1,6,1210.99594
4,4,2,6,1272.013291
4,4,3,6,1297.056323
4,4,4,6,1298.692419
4,4,5,6,1234.108434
4,4,1,7,1200.516371
4,4,2,7,1286.875959
4,4,3,7,1320.881077
4,4,4,7,1321.464986
4,4,5,7,1230.213671
4,4,1,8,1183.135922
4,4,2,8,1284.936974
4,4,3,8,1315.178377
4,4,4,8,1314.072693
4,4,5,8,1210.40645
4,4,1,9,1130.947332
4,4,2,9,1237.574589
4,4,3,9,1252.507841
4,4,4,9,1251.526626
4,4,5,9,1146.511397
4,4,1,10,1002.862857
4,4,2,10,973.8762617
4,4,3,10,946.5798055
4,4,4,10,948.8879039
4,4,5,10,987.1347461
5,4,1,5,1180.382365
5,4,2,5,1183.634457
5,4,3,5,1179.341832
5,4,4,5,1178.203746
5,4,5,5,1126.950248
5,4,1,6,1141.058397
5,4,2,6,1195.396244
5,4,3,6,1214.47462
5,4,4,6,1215.245552
5,4,5,6,1211.594706
5,4,1,7,1120.584866
5,4,2,7,1200.013507
5,4,3,7,1230.16973
5,4,4,7,1230.213675
5,4,5,7,1225.556863
5,4,1,8,1105.021209
5,4,2,8,1203.243327
5,4,3,8,1233.093062
5,4,4,8,1232.149264
5,4,5,8,1204.253882
5,4,1,9,1057.061066
5,4,2,9,1163.031383
5,4,3,9,1180.269951
5,4,4,9,1179.881724
5,4,5,9,1133.136326
5,4,1,10,933.6114258
5,4,2,10,905.1104777
5,4,3,10,880.3397705
5,4,4,10,883.1680667
5,4,5,10,963.8173996
1,5,2,5,2072.332128
1,5,3,5,2016.346242
1,5,4,5,2010.824974
1,5,5,5,1831.124529
1,5,1,6,1110.429822
1,5,2,6,1174.148851
1,5,3,6,1202.075196
1,5,4,6,1202.126812
1,5,5,6,1185.941255
1,5,1,7,1188.223144
1,5,2,7,1216.356353
1,5,3,7,1213.823009
1,5,4,7,1210.995932
1,5,5,7,1141.058388
1,5,1,8,1191.552972
1,5,2,8,1219.740077
1,5,3,8,1214.029808
1,5,4,8,1210.258646
1,5,5,8,1109.354319
1,5,1,9,1138.384597
1,5,2,9,1179.837252
1,5,3,9,1165.573195
1,5,4,9,1162.947639
1,5,5,9,1053.083356
1,5,1,10,997.3949289
1,5,2,10,918.6158717
1,5,3,10,870.7428248
1,5,4,10,872.0904217
1,5,5,10,903.452693
2,5,3,5,2242.384856
2,5,4,5,2234.951211
2,5,5,5,2015.209594
2,5,1,6,1174.148849
2,5,2,6,1174.95597
2,5,3,6,1201.783136
2,5,4,6,1202.209956
2,5,5,6,1198.383199
2,5,1,7,1199.994031
2,5,2,7,1284.471483
2,5,3,7,1275.362793
2,5,4,7,1272.013299
2,5,5,7,1195.396236
2,5,1,8,1183.830733
2,5,2,8,1299.565542
2,5,3,8,1284.261024
2,5,4,8,1280.160266
2,5,5,8,1172.320778
2,5,1,9,1132.9552
2,5,2,9,1251.600129
2,5,3,9,1231.46991
2,5,4,9,1228.827868
2,5,5,9,1115.220784
2,5,1,10,1004.5986
2,5,2,10,982.7222105
2,5,3,10,931.5642365
2,5,4,10,933.002204
2,5,5,10,963.7718596
3,5,4,5,2338.649395
3,5,5,5,2094.027966
3,5,1,6,1202.075201
3,5,2,6,1201.78314
3,5,3,6,1197.182928
3,5,4,6,1197.619578
3,5,5,6,1199.741203
3,5,1,7,1193.175899
3,5,2,7,1270.583405
3,5,3,7,1300.946766
3,5,4,7,1297.056328
3,5,5,7,1214.474637
3,5,1,8,1172.262661
3,5,2,8,1277.777913
3,5,3,8,1313.675144
3,5,4,8,1309.361439
3,5,5,8,1197.298673
3,5,1,9,1122.604863
3,5,2,9,1234.612265
3,5,3,9,1254.89544
3,5,4,9,1252.609557
3,5,5,9,1137.789183
3,5,1,10,998.977015
3,5,2,10,973.2863403
3,5,3,10,949.4233578
3,5,4,10,951.3913591
3,5,5,10,983.0167917
4,5,5,5,2098.749792
4,5,1,6,1202.126812
4,5,2,6,1202.209959
4,5,3,6,1197.619573
4,5,4,6,1195.93352
4,5,5,6,1198.076371
4,5,1,7,1191.377581
4,5,2,7,1268.2346
4,5,3,7,1298.056066
4,5,4,7,1298.692418
4,5,5,7,1215.245563
4,5,1,8,1170.186224
4,5,2,8,1275.321069
4,5,3,8,1311.000091
4,5,4,8,1310.946719
4,5,5,8,1198.302326
4,5,1,9,1120.795953
4,5,2,9,1232.718251
4,5,3,9,1253.349762
4,5,4,9,1253.150106
4,5,5,9,1138.401308
4,5,1,10,997.5312707
4,5,2,10,971.8861724
4,5,3,10,948.5396232
4,5,4,10,951.1680754
4,5,5,10,983.2168633
5,5,1,6,1185.941257
5,5,2,6,1198.383199
5,5,3,6,1199.741207
5,5,4,6,1198.076371
5,5,5,6,1134.855167
5,5,1,7,1140.053354
5,5,2,7,1210.093762
5,5,3,7,1234.305142
5,5,4,7,1234.108428
5,5,5,7,1211.594697
5,5,1,8,1109.511831
5,5,2,8,1207.526241
5,5,3,8,1239.525593
5,5,4,8,1238.950348
5,5,5,8,1212.334146
5,5,1,9,1062.395583
5,5,2,9,1170.305666
5,5,3,9,1190.444402
5,5,4,9,1190.37648
5,5,5,9,1150.129171
5,5,1,10,942.4231899
5,5,2,10,915.5161382
5,5,3,10,892.9523501
5,5,4,10,896.0045798
5,5,5,10,984.4120964
1,6,2,6,2072.332126
1,6,3,6,2016.346244
1,6,4,6,2010.82497
1,6,5,6,1831.124528
1,6,1,7,1103.247541
1,6,2,7,1182.979727
1,6,3,7,1214.90803
1,6,4,7,1213.921313
1,6,5,7,1180.382357
1,6,1,8,1170.007955
1,6,2,8,1217.769656
1,6,3,8,1216.989054
1,6,4,8,1213.501558
1,6,5,8,1123.223428
1,6,1,9,1139.620352
1,6,2,9,1179.677575
1,6,3,9,1165.056817
1,6,4,9,1162.195971
1,6,5,9,1051.929078
1,6,1,10,1006.920248
1,6,2,10,920.6758407
1,6,3,10,871.3346217
1,6,4,10,872.4979328
1,6,5,10,901.7723983
2,6,3,6,2242.384856
2,6,4,6,2234.951213
2,6,5,6,2015.209594
2,6,1,7,1157.685057
2,6,2,7,1173.544027
2,6,3,7,1205.059635
2,6,4,7,1204.486109
2,6,5,7,1183.634455
2,6,1,8,1172.388634
2,6,2,8,1275.223127
2,6,3,8,1267.845936
2,6,4,8,1263.861284
2,6,5,8,1167.159046
2,6,1,9,1124.118299
2,6,2,9,1249.52055
2,6,3,9,1224.711438
2,6,4,9,1221.52556
2,6,5,9,1104.326278
2,6,1,10,1002.305332
2,6,2,10,987.1436573
2,6,3,10,929.6189791
2,6,4,10,930.6710858
2,6,5,10,957.3255255
3,6,4,6,2338.649405
3,6,5,6,2094.027974
3,6,1,7,1181.791506
3,6,2,7,1195.264495
3,6,3,7,1195.247394
3,6,4,7,1194.687666
3,6,5,7,1179.34183
3,6,1,8,1161.250614
3,6,2,8,1256.288895
3,6,3,8,1288.140658
3,6,4,8,1283.61581
3,6,5,8,1180.588685
3,6,1,9,1108.580881
3,6,2,9,1222.91572
3,6,3,9,1248.961016
3,6,4,9,1245.537581
3,6,5,9,1123.496433
3,6,1,10,990.4372402
3,6,2,10,967.24504
3,6,3,10,948.4835317
3,6,4,10,949.6905062
3,6,5,10,974.452224
4,6,5,6,2098.749798
4,6,1,7,1182.464745
